oreID,oreName,oreNameZh,oreVolume,orePortionSize,oreMass,oreCapacity,mineralID,mineralName,materialNameZh,mineralVolume,mineralPortionSize,mineralMass,mineralCapacity,extractQuantity
17867,Silvery Omber,银色奥贝尔石,0.6,100,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,79
17868,Golden Omber,金色奥贝尔石,0.6,100,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,99
17868,Golden Omber,金色奥贝尔石,0.6,100,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,83
17869,Magma Mercoxit,基腹断岩岩浆,40,100,1.00E+35,0,11399,Morphite,莫尔石,0.01,1,0,0,147
17870,Vitreous Mercoxit,玻璃化基腹断岩,40,100,1.00E+35,0,11399,Morphite,莫尔石,0.01,1,0,0,154
28367,Compressed Arkonor,高密度艾克诺岩,8.8,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,3200
28367,Compressed Arkonor,高密度艾克诺岩,8.8,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1200
28367,Compressed Arkonor,高密度艾克诺岩,8.8,1,1.00E+35,0,40,Megacyte,超噬矿,0.01,1,0,0,120
28385,Compressed Crimson Arkonor,高密度红色艾克诺岩,8.8,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,3360
28385,Compressed Crimson Arkonor,高密度红色艾克诺岩,8.8,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1260
28385,Compressed Crimson Arkonor,高密度红色艾克诺岩,8.8,1,1.00E+35,0,40,Megacyte,超噬矿,0.01,1,0,0,126
28387,Compressed Prime Arkonor,高密度艾克诺精华岩,8.8,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,3520
28387,Compressed Prime Arkonor,高密度艾克诺精华岩,8.8,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1320
28387,Compressed Prime Arkonor,高密度艾克诺精华岩,8.8,1,1.00E+35,0,40,Megacyte,超噬矿,0.01,1,0,0,132
28388,Compressed Bistot,高密度双多特石,4.4,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,3200
28388,Compressed Bistot,高密度双多特石,4.4,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1200
28388,Compressed Bistot,高密度双多特石,4.4,1,1.00E+35,0,39,Zydrine,晶状石英核岩,0.01,1,0,0,160
28389,Compressed Monoclinic Bistot,高密度单晶双多特斜岩,4.4,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,3520
28389,Compressed Monoclinic Bistot,高密度单晶双多特斜岩,4.4,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1320
28389,Compressed Monoclinic Bistot,高密度单晶双多特斜岩,4.4,1,1.00E+35,0,39,Zydrine,晶状石英核岩,0.01,1,0,0,176
28390,Compressed Triclinic Bistot,高密度三晶双多特斜岩,4.4,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,3360
28390,Compressed Triclinic Bistot,高密度三晶双多特斜岩,4.4,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1260
28390,Compressed Triclinic Bistot,高密度三晶双多特斜岩,4.4,1,1.00E+35,0,39,Zydrine,晶状石英核岩,0.01,1,0,0,168
28391,Compressed Crokite,高密度克洛基石,7.81,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,800
28391,Compressed Crokite,高密度克洛基石,7.81,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,2000
28391,Compressed Crokite,高密度克洛基石,7.81,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,800
28392,Compressed Crystalline Crokite,高密度克洛基水晶,7.81,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,880
28392,Compressed Crystalline Crokite,高密度克洛基水晶,7.81,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,2200
28392,Compressed Crystalline Crokite,高密度克洛基水晶,7.81,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,880
28393,Compressed Sharp Crokite,高密度斜克洛基石,7.81,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,840
28393,Compressed Sharp Crokite,高密度斜克洛基石,7.81,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,2100
28393,Compressed Sharp Crokite,高密度斜克洛基石,7.81,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,840
28394,Compressed Dark Ochre,高密度黑赭石,4.2,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1360
28394,Compressed Dark Ochre,高密度黑赭石,4.2,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,1200
28394,Compressed Dark Ochre,高密度黑赭石,4.2,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,320
28395,Compressed Obsidian Ochre,高密度黑曜赭石,4.2,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1496
28395,Compressed Obsidian Ochre,高密度黑曜赭石,4.2,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,1320
28395,Compressed Obsidian Ochre,高密度黑曜赭石,4.2,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,352
28396,Compressed Onyx Ochre,高密度条纹赭,4.2,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1428
28396,Compressed Onyx Ochre,高密度条纹赭,4.2,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,1260
28396,Compressed Onyx Ochre,高密度条纹赭,4.2,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,336
28397,Compressed Gneiss,高密度片麻岩,1.8,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,2000
28397,Compressed Gneiss,高密度片麻岩,1.8,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1500
28397,Compressed Gneiss,高密度片麻岩,1.8,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,800
28398,Compressed Iridescent Gneiss,高密度彩色片麻岩,1.8,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,2100
28398,Compressed Iridescent Gneiss,高密度彩色片麻岩,1.8,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1575
28398,Compressed Iridescent Gneiss,高密度彩色片麻岩,1.8,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,840
28399,Compressed Prismatic Gneiss,高密度棱柱片麻岩,1.8,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,2200
28399,Compressed Prismatic Gneiss,高密度棱柱片麻岩,1.8,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,1650
28399,Compressed Prismatic Gneiss,高密度棱柱片麻岩,1.8,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,880
28400,Compressed Glazed Hedbergite,高密度光面同位原矿,0.47,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,495
28400,Compressed Glazed Hedbergite,高密度光面同位原矿,0.47,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,132
28401,Compressed Hedbergite,高密度同位原矿,0.47,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,450
28401,Compressed Hedbergite,高密度同位原矿,0.47,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,120
28402,Compressed Vitric Hedbergite,高密度玻璃状同位原矿,0.47,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,473
28402,Compressed Vitric Hedbergite,高密度玻璃状同位原矿,0.47,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,126
28403,Compressed Hemorphite,高密度希莫非特,0.86,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,240
28403,Compressed Hemorphite,高密度希莫非特,0.86,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,90
28404,Compressed Radiant Hemorphite,高密度辐射希莫非特,0.86,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,264
28404,Compressed Radiant Hemorphite,高密度辐射希莫非特,0.86,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,99
28405,Compressed Vivid Hemorphite,高密度多色希莫非特,0.86,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,252
28405,Compressed Vivid Hemorphite,高密度多色希莫非特,0.86,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,95
28406,Compressed Jaspet,高密度杰斯贝矿,0.15,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,150
28406,Compressed Jaspet,高密度杰斯贝矿,0.15,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,50
28407,Compressed Pristine Jaspet,高密度朴质杰斯贝矿,0.15,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,165
28407,Compressed Pristine Jaspet,高密度朴质杰斯贝矿,0.15,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,55
28408,Compressed Pure Jaspet,高密度纯杰斯贝矿,0.15,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,158
28408,Compressed Pure Jaspet,高密度纯杰斯贝矿,0.15,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,53
28409,Compressed Fiery Kernite,高密度灼热水硼砂,0.19,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,66
28409,Compressed Fiery Kernite,高密度灼热水硼砂,0.19,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,132
28410,Compressed Kernite,高密度水硼砂,0.19,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,60
28410,Compressed Kernite,高密度水硼砂,0.19,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,120
28411,Compressed Luminous Kernite,高密度发光水硼砂,0.19,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,63
28411,Compressed Luminous Kernite,高密度发光水硼砂,0.19,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,126
28412,Compressed Magma Mercoxit,高密度基腹断岩岩浆,0.1,1,1.00E+35,0,11399,Morphite,莫尔石,0.01,1,0,0,147
28413,Compressed Mercoxit,高密度基腹断岩,0.1,1,1.00E+35,0,11399,Morphite,莫尔石,0.01,1,0,0,140
28414,Compressed Vitreous Mercoxit,高密度玻璃化基腹断岩,0.1,1,1.00E+35,0,11399,Morphite,莫尔石,0.01,1,0,0,154
28415,Compressed Golden Omber,高密度金色奥贝尔石,0.3,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,99
28415,Compressed Golden Omber,高密度金色奥贝尔石,0.3,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,83
28416,Compressed Omber,高密度奥贝尔石,0.3,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,90
28416,Compressed Omber,高密度奥贝尔石,0.3,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,75
28417,Compressed Silvery Omber,高密度银色奥贝尔石,0.3,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,95
28417,Compressed Silvery Omber,高密度银色奥贝尔石,0.3,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,79
28418,Compressed Bright Spodumain,高密度亮灰岩,28,1,1.00E+35,0,34,Tritanium,三钛合金,0.01,1,0,0,50400
28418,Compressed Bright Spodumain,高密度亮灰岩,28,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,1050
28418,Compressed Bright Spodumain,高密度亮灰岩,28,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,168
28418,Compressed Bright Spodumain,高密度亮灰岩,28,1,1.00E+35,0,39,Zydrine,晶状石英核岩,0.01,1,0,0,84
28418,Compressed Bright Spodumain,高密度亮灰岩,28,1,1.00E+35,0,40,Megacyte,超噬矿,0.01,1,0,0,42
28419,Compressed Gleaming Spodumain,高密度发光灰岩,28,1,1.00E+35,0,34,Tritanium,三钛合金,0.01,1,0,0,52800
28419,Compressed Gleaming Spodumain,高密度发光灰岩,28,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,1100
28419,Compressed Gleaming Spodumain,高密度发光灰岩,28,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,176
28419,Compressed Gleaming Spodumain,高密度发光灰岩,28,1,1.00E+35,0,39,Zydrine,晶状石英核岩,0.01,1,0,0,88
28419,Compressed Gleaming Spodumain,高密度发光灰岩,28,1,1.00E+35,0,40,Megacyte,超噬矿,0.01,1,0,0,44
28420,Compressed Spodumain,高密度灰岩,28,1,1.00E+35,0,34,Tritanium,三钛合金,0.01,1,0,0,48000
28420,Compressed Spodumain,高密度灰岩,28,1,1.00E+35,0,37,Isogen,同位聚合体,0.01,1,0,0,1000
28420,Compressed Spodumain,高密度灰岩,28,1,1.00E+35,0,38,Nocxium,超新星诺克石,0.01,1,0,0,160
28420,Compressed Spodumain,高密度灰岩,28,1,1.00E+35,0,39,Zydrine,晶状石英核岩,0.01,1,0,0,80
28420,Compressed Spodumain,高密度灰岩,28,1,1.00E+35,0,40,Megacyte,超噬矿,0.01,1,0,0,40
28421,Compressed Azure Plagioclase,高密度蓝色斜长岩,0.15,1,1.00E+35,0,34,Tritanium,三钛合金,0.01,1,0,0,184
28421,Compressed Azure Plagioclase,高密度蓝色斜长岩,0.15,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,74
28422,Compressed Plagioclase,高密度斜长岩,0.15,1,1.00E+35,0,34,Tritanium,三钛合金,0.01,1,0,0,175
28422,Compressed Plagioclase,高密度斜长岩,0.15,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,70
28423,Compressed Rich Plagioclase,高密度富斜长岩,0.15,1,1.00E+35,0,34,Tritanium,三钛合金,0.01,1,0,0,193
28423,Compressed Rich Plagioclase,高密度富斜长岩,0.15,1,1.00E+35,0,36,Mexallon,类银超金属,0.01,1,0,0,77
28424,Compressed Pyroxeres,高密度干焦岩,0.16,1,1.00E+35,0,35,Pyerite,类晶体胶矿,0.01,1,0,0,90
